,names,type,urls,status,owner/org_type,address,owner_or_clerk,filing_date
471,"MAINELY RENTAL, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19942485+D,EXCUSED,BUSINESS CORPORATION,"44 ELM STREET,   ,  WATERVILLE, ME 04901",WILLIAM P. DUBORD,06/09/1994
472,"MAINELY RENTALS, INC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20061925+D,GOOD STANDING,BUSINESS CORPORATION,"P.O. BOX 580 , CASTINE, ME 04421",LANCE BURTON,04/26/2006
473,"MAINELY RESOURCES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20110070ND,ADMINISTRATIVELY DISSOLVED,NONPROFIT CORPORATION       (T13-B),"P.O. BOX 9785 , PORTLAND, ME 04104 5085",CHRISTOPHER B. BRANSON,08/19/2010
474,MAINELY RESTORATIONS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20185770DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"24 BROOKVIEW LN , BATH, ME 04530",SAMUEL LEASK,04/19/2018
475,"MAINELY ROCKS & LANDSCAPING, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20021056+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"PO BOX 340,   ,  BOOTHBAY HARBOR, ME 04538 0340",THOMAS W. TAVENNER,12/21/2001
476,MAINELY ROOTED LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20170338DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"475 PLEASANT ST , SUITE 27, LEWISTON, ME 04240",VIRGINIA A FOWLER RAWLS,07/22/2016
477,"MAINELY ROOTS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20172095DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"SEACOAST LAW & TITLE,   P.O. BOX 690,  WESTBROOK, ME 04098",MARY-ANNE E. MARTELL,11/02/2016
478,MAINELY RUNNING LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20113643DC,CANCELLED,LIMITED LIABILITY COMPANY   (DOMESTIC),"33 LINDEN STREET , BANGOR, ME 04401",CHRISTINE LALY KENDALL,06/10/2011
479,MAINELY RUNNING,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19912006+D,DISSOLVED,BUSINESS CORPORATION,"""2 HOWARDS HILL ROAD "", BRUNSWICK, ME 04011",JOHN W. LEROY,05/13/1991
480,MAINELY RUSTIC LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20173037DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"63A EMERY MILLS RD , SHAPLEIGH, ME 04001",SHARON TOMBARELLI,01/01/2017
481,"MAINELY-REAL ESTATE, L.L.C.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20030952DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"59 HIGH STREET , FAIRFIELD, ME 04937",THOMAS W. MUNSON,11/21/2002
482,MAINE-LY SCENTS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20100758+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"85 LONE PINE , NORTH WATERBORO, ME 04061",GILBERT D HUDSON,02/26/2010
483,"MAINE-LY SEAFOODS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19911752+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"86 CHURCH STREET , PO BOX 311, DEXTER, ME 04930",JAMES R. AUSTIN,04/08/1991
484,MAINE-LY SHELLFISH INTERNATIONAL LLC,FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20161697DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"17 EASTERN PROMENADE # 2 , PORTLAND, ME 04101",SIMON B. NORWALK,10/20/2015
485,"MAINE-LY SHIELD WALLETS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19972861+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"26 COLUMBIA STREET , BANGOR, ME 04401","THATCHER M. ADAMS, JR.",06/27/1997
486,MAINE-LY SHIRT DISPLAY,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19941854+D,DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 1466,   ,  CAMDEN, ME 04843",A. EDWARD  DOUDERA,03/22/1994
487,"MAINE-LY SMALL ENGINES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19831294+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"319 COUNTY RD. , WESTBROOK, ME 04092",PHILIP E. BUTTERFIELD,03/10/1983
488,MAINE-LY SMALL ENGINES,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20010126+D,GOOD STANDING,BUSINESS CORPORATION,"148 MIDDLE STREET , PORTLAND, ME 04101","EDWIN R. DAGGETT, JR.",07/26/2000
489,MAINE-LY SMOKED SALMON COMPANY,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19960086+M,ACTIVE,INDIVIDUAL,"555 SOUTH MEADOW ROAD , PERRY, ME 04667",JOHN W. CONSTANT,10/24/1995
490,MAINE-LY SNACKS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20101794DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"120 TOTTEN RD , GRAY, ME 04039",ROBERT R. LINDHOLM,01/14/2010
491,MAINE-LY SNACKS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19940332+D,EXCUSED,BUSINESS CORPORATION,"JENSEN BAIRD GARDNER & HENRY,   PO BOX 4510,  PORTLAND, ME 04112",LAWRENCE R CLOUGH,08/24/1993
492,"MAINE-LY SPORTS MAGAZINE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19850502+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"PO BOX 3535 , PORTLAND, ME 04104",ALAN SIMON,10/11/1984
493,MAINE-LY SPORTS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19850049+M,EXPIRED,INDIVIDUAL,"P.O. BOX 3535 , PORTLAND, ME 04104",ALAN SIMON,09/10/1984
494,"MAINE-LY SUBWAY, INC.",FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20022484+D,GOOD STANDING,BUSINESS CORPORATION,"P.O. BOX 1068 , SANFORD, ME 04073",BRADLEY C. MORIN,06/24/2002
495,MAINELY SALADS L.L.C.,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20143422DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"315 HATCHET MOUNTAIN RD,   ,  HOPE, ME 04847","UNITED STATES CORPORATION AGENTS, INC.",03/11/2014
496,"MAINELY SALES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19862205+D,EXCUSED,BUSINESS CORPORATION,"UPPER ST.  BOX 840 , TURNER, ME 04282",BRUCE M. SMITH,04/17/1986
497,MAINELY SANDWICHES,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20052518+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"PO BOX 152 , MEDDYBEMPS, ME 04657",CARLENE LYFORD,05/27/2005
498,"MAINELY SCOOTERS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20113176DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"43 OAK STREET , BOOTHBAY HARBOR, ME 04538",GREGORY R. SINGER,04/28/2011
499,MAINELY SCRUBS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19981762+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"118 FOGG ROAD , SCARBOROUGH, ME 04074",JANET L. BARRETT,03/05/1998
500,MAINELY SCUBA & RECREATION,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20050198+D,GOOD STANDING,BUSINESS CORPORATION,"PO BOX 670 , WILTON, ME 04292 0670",MARGOT JOLY,07/30/2004
501,"MAINELY SEAFOOD OF ENFIELD, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20073413DC,CANCELLED,LIMITED LIABILITY COMPANY   (DOMESTIC),"4 HILL STREET , MILLINOCKET, ME 04462",DEAN A. BEAUPAIN,05/01/2007
502,MAINELY SEAWEED LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20183449DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"315 HATCHET MOUNTAIN RD,   ,  HOPE, ME 04847","UNITED STATES CORPORATION AGENTS, INC.",01/09/2018
503,"MAINELY SENSORS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20030909DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 1201 , BANGOR, ME 04402 1210",JEFFREY W. SPAULDING,11/18/2002
504,"MAINELY SERVICE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20151171+D,GOOD STANDING,BUSINESS CORPORATION,"HODSDON & AYER,   56 PORTLAND ROAD,  KENNEBUNK, ME 04043",STEPHEN Y HODSDON,06/18/2015
505,MAINELY SEWING MACHINES,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19990822+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"178 COURT STREET , AUBURN, ME 04210",JOHN E. CROUCH,11/06/1998
506,MAINELY SEWING,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20012647+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"79 BEN HALL LANE , JEFFERSON, ME 04348",MARJORIE HALLOWELL,06/29/2001
507,MAINELY SHADES & LIGHTING,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19942513+D,GOOD STANDING,BUSINESS CORPORATION,"P O BOX 275,   ,  CUMBERLAND CTR, ME 04021 0275",ALAN E WOLF,06/15/1994
508,"MAINELY SHADES, INC.",FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19841000+D,DISSOLVED,BUSINESS CORPORATION,"22 FREE ST.  PO BOX 585 DTS , PORTLAND, ME 04112",WILLIAM H. HOWISON,01/03/1984
509,MAINELY SHADES,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19820147+M,EXPIRED,CORPORATION,"100 GRAY RD , FALMOUTH, ME 04105","FOGG FAMILY ENTERPRISES, INC.",03/18/1982
510,"MAINELY SHEDS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20163901DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"315 HATCHET MOUNTAIN RD,   ,  HOPE, ME 04847","UNITED STATES CORPORATION AGENTS, INC.",02/26/2016
511,"MAINELY SIMPLE, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20102132DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"84 HARLOW STREET , P.O. BOX 1401, BANGOR, ME 04402 1401",CHRISTOPHER J. AUSTIN,02/26/2010
512,MAINELY SISTERS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19970518+D,DISSOLVED,BUSINESS CORPORATION,"PO BOX 1236 , PRESQUE ISLE, ME 04769",MARTHA A. GRANT,09/16/1996
513,MAINELY SKI AND RIDE LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20152451DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"408 U.S. ROUTE ONE , 2ND FLOOR, YORK, ME 03909",DAVID J. BALLON,11/24/2014
514,"MAINELY SKIN, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20202345DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"215 COMMERCIAL STREET, 4TH FLOOR,   ,  PORTLAND, ME 04101",NORMAN R BELANGER,10/03/2019
515,"MAINELY SOFTWARE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19910266+D,EXCUSED,BUSINESS CORPORATION,"44 ELM STREET , WATERVILLE, ME 04901",DONALD H. MARDEN,08/20/1990
516,"MAINELY SOILS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20190153DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"440 SWAMP ROAD , DURHAM, ME 04222",ALEXANDER FINAMORE,07/05/2018
517,MAINELY SOLUTIONS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=20040270+M,EXPIRED,INDIVIDUAL,"PO BOX 580 , CASTINE, ME 04421",LISA A BURTON,05/12/2004
518,MAINELY SPAS,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19941060+D,GOOD STANDING,BUSINESS CORPORATION,"6 CITY CENTER, SUITE 400,   ,  PORTLAND, ME 04101",RICHARD J. ABBONDANZA,12/13/1993
519,MAINELY SPEAKING LLC.,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20121243DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"121 MIDDLE STREET , APT 4, FARMINGTON, ME 04938",KEVIN SOINI,11/02/2011
520,"MAINELY SPUDS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19992315+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"P.O. BOX 2412,   ,  SOUTH PORTLAND, ME 04116 2412",THOMAS G. AINSWORTH,05/24/1999
521,"MAINELY STAINLESS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19872206+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"144 MERRILL RD. , GRAY, ME 04039","JOHN L. BRYANT, JR.",03/23/1987
522,MAINELY STONE,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19981886+D,DISSOLVED,BUSINESS CORPORATION,"RR 2, BOX 482 A , HOLLIS, ME 04042",ZACHARY HUNT,03/20/1998
523,"MAINELY STOVES & FUEL YARD, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20091421DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 665 , OLD ORCHARD BEACH, ME 04064",JOHN M. GROVER,12/11/2008
524,"MAINELY SUBS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19932141+D,DISSOLVED,BUSINESS CORPORATION,"P. O. BOX 1115 , ROCKLAND, ME 04841","FREDERICK M. NEWCOMB, III",05/10/1993
525,MAINELY SUCCULENTS LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20186424DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"315 HATCHET MOUNTAIN RD,   ,  HOPE, ME 04847","UNITED STATES CORPORATION AGENTS, INC.",05/10/2018
526,"MAINELY SUNROOMS & PARK MODEL SERVICES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20150693+D,GOOD STANDING,BUSINESS CORPORATION,"124 FLETCHER STREET , KENNEBUNK, ME 04043",DANIEL T. RUSH,02/11/2015
527,"MAINELY SUPPLEMENTS, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20011019DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"409 ALFRED STREET , BIDDEFORD, ME 04005","RICHARD A. HULL, III",03/13/2001
528,"MAINELY SURGICAL, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20172705DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"13 CRESCENT STREET , BIDDEFORD, ME 04005",CRAIG J. RANCOURT,12/20/2016
529,"MAINELY SWEET WATER, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19970291+F,FOREIGN AUTHORITY REVOKED,BUSINESS CORPORATION                    (FOREIGN),"BOX 292, RR #1 , GUILFORD, ME 04443",JAMES W. EASLER,09/24/1996
530,"MAINELYSEO, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20112607DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"377 FORE ST , 4TH FLOOR, PORTLAND, ME 04101","""NATHAN OLEARY""",03/14/2011
531,MAINE-LY TACTICAL & UNIFORM LLC,FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20142120DC,CANCELLED,LIMITED LIABILITY COMPANY   (DOMESTIC),"532 HAMMOND STREET , BANGOR, ME 04401",SEAN THOMAS,12/13/2013
532,MAINE-LY TACTICAL & UNIFORM,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20160369+F,GOOD STANDING,BUSINESS CORPORATION                    (FOREIGN),"PO BOX 1210 , BANGOR, ME 04402 1210",ERIC C MARSHALL,12/01/2015
533,"MAINE-LY TIED & TREASURES, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20122250DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"45 MEMORIAL CIRCLE,   ,  AUGUSTA, ME 04330",CORPORATION SERVICE COMPANY,02/03/2012
534,"MAINE-LY TITLES, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20061991+D,GOOD STANDING,BUSINESS CORPORATION,"133 BROADWAY,   ,  BANGOR, ME 04401 6505",EDWARD C. RUSSELL,04/18/2006
535,MAINE-LY TONER,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19980144+M,EXPIRED,INDIVIDUAL,"RR 5 BOX 713 , GORHAM, ME 04038",DENNIS L. BRAGG,11/03/1997
536,MAINE-LY TOOLS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19890118+M,EXPIRED,INDIVIDUAL,"P.O. BOX 370 , SOUTH CHINA, ME 04358",EARLAND WEBB,12/05/1988
537,MAINE-LY TREES INC.,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19901404+D,GOOD STANDING,BUSINESS CORPORATION,"PO BOX 260 , 26 SOUTH MAIN STREET, STRONG, ME 04983",KAREN A. THORNDIKE,01/23/1990
538,"MAINELY TECH, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20020715+D,EXCUSED,BUSINESS CORPORATION,"30 FRONT STREET , BATH, ME 04530",JEFFREY W. PETERS,11/01/2001
539,MAINELY TECHNOLOGY SERVICES,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20080251DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"808 MAIN ST. , SANFORD, ME 04073",LAWRENCE SEAN CARTER,07/26/2007
540,"MAINELY TEMPS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19910741+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"541 MAIN STREET , SUITE A, PRESQUE ISLE, ME 04769","HAROLD L. STEWART, II",11/07/1990
541,MAINELY THERAPY,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19931869+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"ONE CENTER STREET,   ,  WATERVILLE, ME 04901",JAMES M LALIBERTY,04/02/1993
542,"MAINELY TICKETS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20051600+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"55 STROUDWATER STREET,   ,  WESTBROOK, ME 04092",STEVEN W. RAND,02/14/2005
543,"MAINELY TICKS FRANCHISE DEVELOPMENT, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20180596+D,GOOD STANDING,BUSINESS CORPORATION,"48 WILLIAM KNIGHT ROAD , WINDHAM, ME 04062",ROBERT L. MAURAIS,01/29/2018
544,"MAINELY TICKS, INC.",FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20050575+D,GOOD STANDING,BUSINESS CORPORATION,"431 MAIN STREET , SACO, ME 04072",DAVID R. ORDWAY,09/21/2004
545,MAINELY TIDAL PEBBLE ART LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20196903DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"918 MAIN ST. , WESTBROOK, ME 04092",KIMBERLY MESERVE,05/10/2019
546,"MAINELY TILE, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19980166+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"57 EXCHANGE STREET,   ,  PORTLAND, ME 04101 5020",DAVID E CURRIER,07/23/1997
547,"MAINELY TIN-NOCKING, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20022154+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"82 PORTLAND ROAD , KENNEBUNK, ME 04043",KEVIN G. GRIMES,05/13/2002
548,"MAINELY TITLE ABSTRACTS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19840888+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"GARDINER ROAD , PO BOX 532, WISCASSET, ME 04578",JEAN E. HUBER,12/15/1983
549,"MAINELY TOURS & GIFTS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19962120+D,GOOD STANDING,BUSINESS CORPORATION,"84 MARGINAL WAY, SUITE 600,   ,  PORTLAND, ME 04101 2480",DAINA J. NATHANSON,04/01/1996
550,MAINELY TOURS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19950318+M,EXPIRED,INDIVIDUAL,"5 1/2 MOULTON STREET , PORTLAND, ME 04101",KATHLEEN A. JENKINS,06/13/1995
551,"MAINELY TOWING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19980486DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"P.O. BOX 449 , PORTLAND, ME 04112 0449",DAVID J. PERKINS,04/01/1998
552,"MAINELY TRACTORS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20010719+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"286 WEST MAIN STREET , SUITE 102, FORT KENT, ME 04743",MARK A. MORNEAULT,10/19/2000
553,"MAINELY TRADING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20176174DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 760,   ,  DAMARISCOTTA, ME 04543",ROBERT B GREGORY,05/17/2017
554,"MAINELY TRUCKING, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20043157DC,ADMINISTRATIVELY DISSOLVED,LIMITED LIABILITY COMPANY   (DOMESTIC),"PO BOX 449 , PORTLAND, ME 04112",DAVID J PERKINS,06/22/2004
555,MAINELY TRUSSES-CANCELLED,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19941616+D,DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 559,   ,  WATERVILLE, ME 04903 0559",MICHAEL F. PHILLIPS,02/17/1994
556,MAINELY TRUSSES,ASSUMED,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19891066+D,GOOD STANDING,BUSINESS CORPORATION,"PO BOX 9729 , PORTLAND, ME 04104",GEORGE F. BURNS,12/05/1988
557,MAINELY TUBS,FORMER,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19862619+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"P.O. BOX 1401,   ,  BANGOR, ME 04402 1401",GEORGE F. EATON,06/30/1986
558,MAINELY TUBS,MARK,https://icrs.informe.org/nei-sos-icrs/ICRS?MarkSumm=19870037+M,CANCELLED,CORPORATION,"391 MAINE ROAD NORTH, HAMPDEN, ME 04444",MAINELY TUBS,07/18/1986
559,MAINELY TURF LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20164651DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"415 CONGRESS STREET, STE 202A,   ,  PORTLAND, ME 04101",REGISTERED AGENTS INC,04/19/2016
560,MAINELY TURNING,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20040669+D,GOOD STANDING,BUSINESS CORPORATION,"82 PORTLAND ROAD , KENNEBUNK, ME 04043",KEVIN G. GRIMES,10/20/2003
561,MAINELY TUXEDOS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19961706+D,ADMINISTRATIVELY SUSPENDED,BUSINESS CORPORATION,"636 ROOSEVELT TRAIL , WINDHAM, ME 04062",JOHN C. WALKER,02/14/1996
562,"MAINELY U-NIFORMS BY KIMBERLY MARLENE, LLC",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20150954DC,CANCELLED,LIMITED LIABILITY COMPANY   (DOMESTIC),"66 WENDY ACRES , HERMON, ME 04401","HOWARD A. MARTIN, JR",09/17/2014
563,MAINELY UNIFORMS,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20091155+D,DISSOLVED,BUSINESS CORPORATION,"4 OLD TAVERN RD , TOPSHAM, ME 04086",ELIZABETH W FENWICK,04/23/2009
564,"MAINELY URNS, INC.",LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20041254+D,GOOD STANDING,BUSINESS CORPORATION,"116 MILL ROAD , CUMBERLAND, ME 04021",MICHAEL MADORE,01/02/2004
565,MAINE-LY VACATION PROPERTIES,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=19980025+D,ADMINISTRATIVELY DISSOLVED,BUSINESS CORPORATION,"P.O. BOX 311 , DEXTER, ME 04930 0311",JAMES R. AUSTIN,07/07/1997
566,MAINELY VAPES LLC,LEGAL,https://icrs.informe.org/nei-sos-icrs/ICRS?CorpSumm=20165724DC,GOOD STANDING,LIMITED LIABILITY COMPANY   (DOMESTIC),"765 ROOSEVELT TRL , STE 8, WINDHAM, ME 04062",RYAN MINIUTTI,06/13/2016
